0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
4.156300000000000272e-02,6.575699999999999947e-09,2.806400000000000100e-05,4.295700000000000224e-05,3.215400000000000059e-07,1.277200000000000037e-02,6.129199999999999886e-09,3.628899999999999764e-05,1.893800000000000062e-05,4.568600000000000270e-05,2.227000000000000023e-07,1.281599999999999935e-06,3.865199999999999856e-06,2.887599999999999996e-07,9.022700000000000451e-08,3.593499999999999906e-03,5.473399999999999680e-13,2.161800000000000071e-04,1.972100000000000068e-03,2.510099999999999905e-06,5.708600000000000198e-05,1.007700000000000025e-05,0.000000000000000000e+00,1.633100000000000078e-09,3.679199999999999868e-09,2.583999999999999925e-03,5.561999999999999645e-07,8.028700000000000159e-04,9.131000000000000227e-01,1.944200000000000095e-03,5.662800000000000230e-06,9.177199999999999287e-09,6.439500000000000355e-09,9.701199999999999545e-07,5.309599999999999952e-06,2.371999999999999990e-05,2.588200000000000055e-05,1.890100000000000113e-02,2.792800000000000179e-06,1.317900000000000104e-03,3.676299999999999852e-06,4.856699999999999596e-06,9.757099999999999735e-09,6.387100000000000156e-04,2.750599999999999855e-04
2.640000000000000202e-04,1.688199999999999862e-05,2.587699999999999975e-05,1.492099999999999995e-05,2.767899999999999791e-07,5.570699999999999875e-06,2.948199999999999996e-04,3.029499999999999930e-09,7.889900000000000472e-06,8.232300000000000446e-05,2.397700000000000005e-03,1.573099999999999897e-05,2.743500000000000075e-05,1.050399999999999945e-03,2.037200000000000078e-05,2.521499999999999761e-04,9.909100000000000384e-05,1.047999999999999961e-05,3.028999999999999900e-04,9.830100000000000504e-01,5.074399999999999558e-10,5.456200000000000378e-07,5.646100000000000034e-05,0.000000000000000000e+00,1.275700000000000000e-04,7.651100000000000319e-06,3.774800000000000030e-03,1.890699999999999933e-03,1.399900000000000015e-08,1.512499999999999901e-04,2.820300000000000086e-05,4.498999999999999853e-04,1.930199999999999917e-05,2.251400000000000189e-03,2.169500000000000005e-08,7.060500000000000586e-05,1.647999999999999934e-07,5.522800000000000452e-04,1.260700000000000015e-03,2.720399999999999907e-05,1.275700000000000000e-04,1.563900000000000053e-05,1.245999999999999929e-03,2.240199999999999998e-05,2.374599999999999931e-05
1.059700000000000008e-03,7.811399999999999594e-03,1.872699999999999929e-03,6.897300000000000226e-07,1.299400000000000108e-07,6.054099999999999759e-03,5.169400000000000210e-03,8.653900000000000611e-05,5.074999999999999949e-09,1.162100000000000004e-04,9.360099999999999753e-07,1.413900000000000053e-03,7.303000000000000247e-04,1.577299999999999837e-08,2.258699999999999969e-07,3.045399999999999993e-07,1.952400000000000145e-05,1.386599999999999989e-06,5.096900000000000345e-04,2.639900000000000146e-03,1.787099999999999902e-07,2.128500000000000184e-03,2.975699999999999971e-09,6.026700000000000623e-08,0.000000000000000000e+00,9.694700000000000539e-01,1.645899999999999988e-06,7.889600000000000449e-07,7.860099999999999358e-09,1.088000000000000019e-04,5.451800000000000047e-06,9.069699999999999482e-08,1.461499999999999983e-05,1.864500000000000053e-07,1.347800000000000038e-05,5.673000000000000081e-11,6.043200000000000009e-06,1.559799999999999846e-08,1.232499999999999973e-05,1.584099999999999961e-05,1.398300000000000021e-07,5.326299999999999484e-10,2.724900000000000152e-04,3.525800000000000158e-04,1.116800000000000014e-04
1.766699999999999868e-02,2.070499999999999858e-03,2.322899999999999816e-06,3.727199999999999958e-04,3.725700000000000192e-03,8.758899999999999902e-07,1.804599999999999954e-03,6.667700000000000341e-07,5.061200000000000348e-07,3.280900000000000116e-09,1.385600000000000015e-04,7.954900000000000426e-04,8.135199999999999631e-06,1.786799999999999986e-06,1.237800000000000033e-06,4.597299999999999748e-08,4.614999999999999658e-02,2.783899999999999868e-08,5.039099999999999916e-04,3.260000000000000128e-06,1.810899999999999919e-10,8.599299999999999452e-08,3.018499999999999968e-10,3.349400000000000153e-05,5.083899999999999724e-06,0.000000000000000000e+00,3.191599999999999732e-04,5.884399999999999937e-06,8.787599999999999856e-01,1.766299999999999945e-04,3.337499999999999809e-06,6.659700000000000070e-09,1.163899999999999986e-06,2.167600000000000050e-04,3.440200000000000029e-04,1.454299999999999950e-04,6.939899999999999827e-08,8.396900000000000544e-03,1.368199999999999972e-03,2.154800000000000118e-02,4.759300000000000007e-07,4.186899999999999673e-06,1.004299999999999934e-09,1.458399999999999974e-02,8.347600000000000376e-04
5.372700000000000219e-03,1.337300000000000054e-05,1.996300000000000114e-04,4.509299999999999669e-05,9.718800000000000444e-07,6.041200000000000552e-11,8.286100000000000236e-04,1.591900000000000055e-09,2.498699999999999980e-05,5.163599999999999825e-05,3.452499999999999840e-03,1.413899999999999922e-06,3.359600000000000086e-02,8.335699999999999490e-05,1.564100000000000017e-04,3.131399999999999895e-03,4.215499999999999704e-06,8.019300000000000039e-03,3.437799999999999854e-08,1.084499999999999933e-04,1.894100000000000043e-05,1.284300000000000053e-05,1.343400000000000047e-05,2.587499999999999739e-04,7.225599999999999903e-06,1.172599999999999988e-04,0.000000000000000000e+00,4.897400000000000239e-05,1.113100000000000032e-04,4.090500000000000054e-06,9.282399999999999540e-01,3.353299999999999895e-05,9.016200000000000175e-06,2.004000000000000125e-05,7.676900000000000404e-08,3.970399999999999797e-03,1.859599999999999949e-05,7.249700000000000415e-03,1.630500000000000059e-05,9.090600000000000682e-06,9.929099999999999555e-09,1.317500000000000052e-09,1.014300000000000097e-03,3.647000000000000068e-03,9.342200000000000103e-05
1.326299999999999990e-05,3.389499999999999904e-06,2.751100000000000138e-04,3.640899999999999866e-03,1.521100000000000056e-05,4.946799999999999800e-06,3.533699999999999726e-05,3.112100000000000239e-05,6.538599999999999535e-07,5.982699999999999650e-03,9.499399999999999207e-06,6.644800000000000314e-06,1.917199999999999872e-05,4.855599999999999652e-09,6.095000000000000149e-10,8.039700000000000318e-03,2.287299999999999937e-05,3.794500000000000262e-07,2.941899999999999814e-11,4.830799999999999678e-02,5.096200000000000331e-08,1.963200000000000109e-06,1.996799999999999987e-07,6.160000000000000653e-05,5.942099999999999639e-04,6.446199999999999370e-05,2.500999999999999962e-07,0.000000000000000000e+00,4.623500000000000112e-10,3.498899999999999992e-04,1.616800000000000025e-07,9.425699999999999494e-08,1.510399999999999905e-04,2.368899999999999969e-05,8.202199999999999498e-05,2.564200000000000157e-07,1.923100000000000061e-07,5.363599999999999943e-05,9.219899999999999762e-01,6.739799999999999405e-05,4.207799999999999867e-07,2.363200000000000007e-05,9.949599999999999417e-03,1.796300000000000132e-04,7.529800000000000100e-07
6.800500000000000433e-01,4.024500000000000299e-02,3.877400000000000031e-03,7.190499999999999843e-03,2.814300000000000135e-02,6.389500000000000404e-08,5.476499999999999997e-06,3.664199999999999836e-03,5.360300000000000134e-03,4.342299999999999781e-08,1.573600000000000009e-07,4.988300000000000165e-06,5.733599999999999805e-08,3.207500000000000207e-06,3.972499999999999659e-06,9.425900000000000250e-07,2.175299999999999993e-05,7.154300000000000264e-05,8.708300000000000415e-03,9.017499999999999908e-04,2.004900000000000066e-06,3.907299999999999836e-03,3.038599999999999808e-04,9.714600000000000318e-03,2.978100000000000167e-05,8.579899999999999625e-05,8.607400000000000167e-07,4.095999999999999815e-03,0.000000000000000000e+00,2.077899999999999875e-04,1.790400000000000044e-06,3.719100000000000183e-02,2.930700000000000164e-07,2.218499999999999986e-02,1.221000000000000037e-02,5.525399999999999756e-03,3.367400000000000254e-02,4.543100000000000162e-09,6.443199999999999568e-05,2.424000000000000067e-08,2.205199999999999921e-07,1.824799999999999876e-05,6.614899999999999947e-02,2.155600000000000029e-04,2.616200000000000123e-02
2.220900000000000098e-04,1.129699999999999975e-02,7.096599999999999783e-03,8.561700000000000492e-08,6.648699999999999576e-03,2.420200000000000059e-08,8.927199999999999841e-06,1.241699999999999962e-09,2.297199999999999791e-06,7.280400000000000239e-03,5.487099999999999947e-07,4.003600000000000388e-03,1.945899999999999868e-06,1.152599999999999984e-06,1.418999999999999966e-05,6.429499999999999439e-08,5.716900000000000237e-04,3.597099999999999831e-08,5.466199999999999943e-05,3.911999999999999984e-06,3.737799999999999893e-08,1.632299999999999940e-04,4.785399999999999703e-11,8.524199999999999555e-01,1.642299999999999844e-05,1.198600000000000052e-06,5.431399999999999785e-07,1.947299999999999899e-03,5.403300000000000215e-07,0.000000000000000000e+00,3.546299999999999800e-08,2.441700000000000207e-03,2.113799999999999989e-04,5.490199999999999768e-03,1.058799999999999932e-03,6.413500000000000089e-07,1.339799999999999932e-03,1.894900000000000113e-07,5.720900000000000291e-02,4.765599999999999739e-07,1.108199999999999995e-05,1.074400000000000012e-07,3.378199999999999953e-02,2.459299999999999984e-04,6.453399999999999762e-03
1.818199999999999973e-05,1.691599999999999918e-03,2.935499999999999931e-05,7.728599999999999966e-04,4.196900000000000153e-04,6.783999999999999734e-09,2.659599999999999811e-04,5.404599999999999720e-05,4.588700000000000027e-04,5.735299999999999789e-05,7.777500000000000667e-05,4.350599999999999986e-05,2.663800000000000022e-03,2.462499999999999845e-03,9.834100000000000064e-01,2.960899999999999891e-06,4.233200000000000081e-07,1.347500000000000058e-05,1.699000000000000098e-04,1.342799999999999896e-03,2.829899999999999994e-04,2.012900000000000111e-08,1.259100000000000024e-05,1.918099999999999948e-04,1.689200000000000065e-07,4.901899999999999942e-05,2.078600000000000055e-05,1.003400000000000049e-04,1.022499999999999951e-05,2.371300000000000014e-04,0.000000000000000000e+00,1.362600000000000072e-08,3.904599999999999824e-03,2.465300000000000130e-04,3.994499999999999787e-05,1.858100000000000116e-04,1.374199999999999957e-07,7.589299999999999996e-05,2.274599999999999872e-05,2.140799999999999900e-05,5.007199999999999832e-09,1.395299999999999928e-08,2.008400000000000083e-04,4.180200000000000127e-04,2.034999999999999998e-05
7.289900000000000270e-12,8.262100000000000245e-09,2.087700000000000142e-09,8.962600000000000604e-12,9.447899999999999785e-07,1.035699999999999926e-05,2.395000000000000001e-10,5.677699999999999946e-10,4.646599999999999753e-10,1.426400000000000064e-02,3.681000000000000163e-05,1.583600000000000094e-10,3.057700000000000308e-08,3.448700000000000302e-08,1.025599999999999999e-07,2.908899999999999796e-06,9.795300000000000368e-08,8.115900000000000544e-03,5.878599999999999738e-10,6.604100000000000221e-08,2.259100000000000026e-08,2.007100000000000152e-08,2.869099999999999946e-10,7.526699999999999884e-03,9.301500000000000645e-06,4.299500000000000249e-11,1.908299999999999927e-02,3.670599999999999991e-03,1.042500000000000071e-09,5.506999999999999748e-07,6.175599999999999850e-10,0.000000000000000000e+00,1.256899999999999943e-05,1.681299999999999895e-06,1.655100000000000044e-06,1.950100000000000121e-09,2.265899999999999899e-10,8.377600000000000169e-12,1.161699999999999980e-10,1.874599999999999917e-10,7.595100000000000221e-12,1.251600000000000103e-10,9.472599999999999909e-01,5.007900000000000098e-11,3.404599999999999927e-08
5.908100000000000331e-03,1.897900000000000074e-07,7.911500000000000130e-04,7.878500000000000086e-03,1.641400000000000107e-03,8.459800000000000089e-07,1.838600000000000066e-06,7.962900000000000620e-05,2.514100000000000223e-01,2.354400000000000091e-04,2.355199999999999914e-06,4.502299999999999879e-03,2.369499999999999940e-01,2.231100000000000028e-01,5.786699999999999797e-07,4.206900000000000396e-03,2.853199999999999834e-02,4.522499999999999899e-07,5.010100000000000308e-09,5.375399999999999796e-03,2.080800000000000000e-04,3.780500000000000006e-03,4.552099999999999896e-02,4.369600000000000296e-08,2.707900000000000064e-03,4.482700000000000297e-05,7.472200000000000022e-03,2.017800000000000149e-02,9.657499999999999418e-03,8.915499999999999597e-07,8.672000000000000541e-02,2.608700000000000112e-06,0.000000000000000000e+00,1.749399999999999913e-02,1.403100000000000000e-05,8.601700000000000318e-03,4.152599999999999743e-08,4.326399999999999883e-07,1.003099999999999934e-05,9.885800000000000285e-07,2.792600000000000117e-03,6.792799999999999787e-08,5.711199999999999800e-05,2.410999999999999949e-02,2.375699999999999972e-06
8.196799999999999642e-01,4.170100000000000105e-06,1.511600000000000115e-07,1.128900000000000042e-02,1.372500000000000022e-03,1.870100000000000103e-06,1.161299999999999950e-08,4.261100000000000304e-03,8.689600000000000201e-07,1.998400000000000047e-09,3.790899999999999825e-03,1.509899999999999957e-02,6.441199999999999636e-09,2.119999999999999923e-03,5.654499999999999804e-03,1.533400000000000041e-02,8.692800000000000527e-04,2.002999999999999898e-04,1.872799999999999935e-07,4.416800000000000216e-08,1.771499999999999895e-06,4.219900000000000286e-09,1.589199999999999988e-02,2.923199999999999997e-08,1.321300000000000038e-05,1.164300000000000016e-06,1.822500000000000074e-07,4.426300000000000200e-03,1.319000000000000046e-10,4.866100000000000048e-04,4.711000000000000296e-06,2.717099999999999892e-08,8.656200000000000233e-06,0.000000000000000000e+00,4.853299999999999628e-03,6.870299999999999595e-05,2.427900000000000188e-07,1.159700000000000027e-04,2.273100000000000120e-02,3.004999999999999859e-03,1.496800000000000009e-07,1.496799999999999967e-05,4.820499999999999785e-02,2.049499999999999933e-02,2.048400000000000158e-06
6.929899999999999949e-01,4.324100000000000166e-02,1.622600000000000084e-02,4.308400000000000424e-03,5.606299999999999825e-03,3.032899999999999832e-02,7.188300000000000277e-06,6.823199999999999751e-03,4.863200000000000296e-06,4.834100000000000029e-03,6.842799999999999577e-03,6.976500000000000062e-03,2.409600000000000104e-05,6.671599999999999753e-03,5.525400000000000325e-05,6.061200000000000311e-04,1.034999999999999937e-07,1.873800000000000010e-07,1.012799999999999985e-02,1.418299999999999943e-02,6.644999999999999865e-03,6.075099999999999653e-06,9.658699999999999231e-03,3.008299999999999879e-08,6.033200000000000105e-06,6.058899999999999707e-06,4.129400000000000139e-05,1.953000000000000092e-03,7.880500000000000652e-09,6.980899999999999953e-03,7.602199999999999821e-06,2.934700000000000156e-02,1.544700000000000066e-02,2.059200000000000180e-03,0.000000000000000000e+00,1.170000000000000021e-06,1.544699999999999929e-08,7.452299999999999836e-08,3.603699999999999959e-02,1.681099999999999955e-02,1.541500000000000064e-05,3.860399999999999834e-05,2.037299999999999875e-02,3.164699999999999892e-03,1.546099999999999905e-03
5.380800000000000166e-02,1.229400000000000122e-04,2.781500000000000118e-04,1.941900000000000093e-04,1.006400000000000012e-06,8.056700000000000298e-06,1.207699999999999974e-05,2.745300000000000171e-02,4.400399999999999950e-04,3.345700000000000063e-02,1.839899999999999869e-02,3.724800000000000333e-02,9.529399999999999555e-07,1.383400000000000066e-07,9.543699999999999783e-06,1.574700000000000017e-05,8.523700000000000374e-03,1.912400000000000104e-06,2.268799999999999983e-02,4.024800000000000252e-03,9.212200000000000250e-03,6.703700000000000208e-05,2.259900000000000103e-02,1.440800000000000070e-08,9.005199999999999772e-06,5.652299999999999864e-07,1.688100000000000017e-02,2.493199999999999930e-02,7.117600000000000319e-09,8.692000000000000073e-03,2.837800000000000240e-04,1.623300000000000021e-01,1.077199999999999953e-05,3.508900000000000213e-02,2.592399999999999913e-03,0.000000000000000000e+00,1.716199999999999974e-03,1.715300000000000158e-02,2.684300000000000032e-05,6.224499999999999654e-07,2.571600000000000095e-09,1.928699999999999847e-06,4.891099999999999892e-01,2.596300000000000170e-03,5.178899999999999662e-06
8.862299999999999345e-02,7.532299999999999586e-03,9.040299999999999378e-03,1.737800000000000109e-02,5.390200000000000373e-03,2.900799999999999820e-03,5.796200000000000511e-07,1.367700000000000027e-01,3.957600000000000022e-06,1.115299999999999977e-05,1.610199999999999932e-05,2.905400000000000169e-06,3.339400000000000164e-06,1.612900000000000050e-06,3.023099999999999906e-05,2.307599999999999929e-02,8.241099999999999684e-04,3.679599999999999888e-06,1.325800000000000069e-02,4.166600000000000121e-04,5.144200000000000161e-02,1.862499999999999920e-02,6.831899999999999760e-06,2.582999999999999869e-09,1.785199999999999998e-08,8.813299999999999607e-03,3.001600000000000196e-06,1.807100000000000028e-06,9.460900000000000696e-09,1.369399999999999958e-02,9.534500000000000524e-10,3.092599999999999863e-02,2.321900000000000006e-02,1.389600000000000045e-05,6.173299999999999621e-03,2.785000000000000149e-03,0.000000000000000000e+00,9.201900000000000039e-10,1.093700000000000006e-06,1.772799999999999993e-06,9.708000000000000903e-07,4.537000000000000234e-04,5.346899999999999986e-01,2.626700000000000042e-03,1.240900000000000076e-03
8.303400000000000711e-03,3.648300000000000154e-04,2.383000000000000097e-07,1.045700000000000026e-07,5.375100000000000494e-04,1.096100000000000001e-07,1.581300000000000005e-07,2.896099999999999868e-04,1.831800000000000023e-09,1.116099999999999970e-04,2.395999999999999791e-10,3.669300000000000258e-05,3.965200000000000063e-07,9.400299999999999809e-07,4.272600000000000321e-09,3.512100000000000062e-08,6.299700000000000091e-03,8.683500000000000167e-07,1.668800000000000014e-04,1.713099999999999901e-07,2.406099999999999820e-07,5.007299999999999983e-05,1.489899999999999914e-06,3.117400000000000009e-09,2.863500000000000197e-06,3.343699999999999852e-05,2.184499999999999837e-05,3.263200000000000199e-05,9.827900000000000524e-01,2.766099999999999868e-08,1.316800000000000044e-10,2.119299999999999851e-05,2.666100000000000130e-09,7.497899999999999617e-04,9.389699999999999902e-05,2.613700000000000170e-07,1.486799999999999974e-10,0.000000000000000000e+00,4.803100000000000439e-07,4.242800000000000114e-08,6.170399999999999454e-08,7.378399999999999948e-07,2.664599999999999865e-06,8.140999999999999474e-05,1.709300000000000092e-06
4.539500000000000159e-05,5.998500000000000251e-05,2.217699999999999966e-03,2.577799999999999883e-04,5.874399999999999864e-05,1.244800000000000008e-04,2.601899999999999940e-05,8.896700000000000387e-05,3.211700000000000099e-07,3.487000000000000191e-04,1.316599999999999964e-04,4.939700000000000326e-06,5.645200000000000317e-09,6.714300000000000411e-05,4.544100000000000081e-05,7.779599999999999851e-05,4.037200000000000073e-06,4.301700000000000098e-04,6.078500000000000163e-05,9.777700000000000280e-01,2.295100000000000100e-05,2.561299999999999753e-04,6.026300000000000222e-05,1.742000000000000059e-04,1.810199999999999982e-04,5.592499999999999598e-04,1.394299999999999932e-06,1.587600000000000046e-04,4.780099999999999801e-03,1.143199999999999998e-05,6.570499999999999518e-04,7.609199999999999992e-04,2.957500000000000059e-04,1.475399999999999867e-04,3.270200000000000017e-03,2.047399999999999947e-04,1.292600000000000073e-07,5.205900000000000284e-03,0.000000000000000000e+00,9.334800000000000817e-06,7.286500000000000117e-05,6.063300000000000037e-05,1.289999999999999914e-03,1.610600000000000089e-06,9.788799999999999649e-13
4.020600000000000096e-05,1.270299999999999933e-07,1.503400000000000005e-03,2.164800000000000144e-03,6.863099999999999562e-07,3.975700000000000033e-10,1.291100000000000060e-08,9.591699999999999458e-09,7.187399999999999998e-06,9.064099999999999750e-09,4.086900000000000021e-09,7.808799999999999752e-09,4.448000000000000125e-07,4.665899999999999713e-14,3.802900000000000258e-08,4.077500000000000137e-10,9.281399999999999650e-01,1.415600000000000050e-06,5.994799999999999761e-06,3.559200000000000211e-03,1.458599999999999892e-04,4.926299999999999832e-10,5.749100000000000044e-02,4.168399999999999792e-10,5.690299999999999915e-04,9.541600000000000221e-09,1.335700000000000009e-08,6.258599999999999675e-07,1.128900000000000006e-11,2.521099999999999884e-06,3.398699999999999854e-10,7.664399999999999920e-10,7.318599999999999935e-10,2.056499999999999919e-07,2.177800000000000138e-06,4.636300000000000296e-08,4.721500000000000002e-03,1.844200000000000063e-05,8.733699999999999319e-09,0.000000000000000000e+00,4.933100000000000263e-10,7.135800000000000112e-09,1.433400000000000117e-07,1.558200000000000036e-03,6.677399999999999460e-05
6.188799999999999937e-07,4.633899999999999798e-05,2.072000000000000152e-05,4.479699999999999817e-05,3.945199999999999937e-06,1.427699999999999900e-04,1.621000000000000023e-06,3.341599999999999990e-05,9.169900000000000075e-07,7.237800000000000396e-07,8.298799999999999894e-05,5.548399999999999936e-05,1.618199999999999923e-04,1.221500000000000079e-05,7.646300000000000382e-07,6.959900000000000270e-07,5.987399999999999629e-06,7.381699999999999984e-07,2.457800000000000083e-05,4.487799999999999960e-05,2.903700000000000031e-02,1.608599999999999991e-07,9.497599999999999326e-05,1.948099999999999864e-05,2.689199999999999935e-05,4.047499999999999883e-03,3.163400000000000239e-04,1.640200000000000089e-07,1.090300000000000047e-05,1.577599999999999939e-05,9.576500000000000012e-01,2.996600000000000244e-07,1.722799999999999972e-04,4.655100000000000204e-05,2.434999999999999895e-05,2.933100000000000090e-05,7.303300000000000023e-07,5.930600000000000444e-07,9.828200000000000193e-06,5.129599999999999812e-05,0.000000000000000000e+00,7.543900000000000085e-03,2.158599999999999966e-05,3.381500000000000066e-05,1.565500000000000105e-04
1.558800000000000009e-06,7.473199999999999871e-06,5.066599999999999907e-05,5.728800000000000318e-08,4.409499999999999879e-06,3.118900000000000221e-08,6.941400000000000151e-06,3.953400000000000017e-11,4.732600000000000001e-03,7.397200000000000090e-06,1.393399999999999965e-09,7.490000000000000286e-06,3.654299999999999840e-08,1.607300000000000053e-06,6.041699999999999848e-02,5.460600000000000349e-03,1.123799999999999938e-06,3.154799999999999965e-02,5.098500000000000059e-05,2.506699999999999900e-02,4.095800000000000325e-05,1.374300000000000001e-02,1.896899999999999999e-06,5.107500000000000142e-05,1.577899999999999855e-08,1.823599999999999865e-08,6.557599999999999904e-07,4.766699999999999610e-06,2.139599999999999932e-09,1.983100000000000122e-06,8.169600000000000195e-01,6.897899999999999848e-07,4.718799999999999876e-08,3.213199999999999824e-03,9.948899999999999308e-07,1.444799999999999914e-06,4.582599999999999797e-05,1.329500000000000010e-09,1.225800000000000048e-09,5.387799999999999881e-03,1.535000000000000080e-02,0.000000000000000000e+00,2.036899999999999929e-06,1.782800000000000010e-02,3.178799999999999983e-08
9.809099999999999486e-01,2.197500000000000018e-04,5.339099999999999754e-05,1.587100000000000034e-04,1.284399999999999934e-05,1.001900000000000013e-03,1.350500000000000029e-05,6.150899999999999673e-05,2.578999999999999804e-04,2.156899999999999790e-03,1.001999999999999973e-07,3.006599999999999937e-07,6.821899999999999855e-06,2.225100000000000092e-05,3.907500000000000112e-05,1.968000000000000131e-05,1.203400000000000032e-04,1.444799999999999991e-04,2.121700000000000032e-05,4.158799999999999823e-03,3.930400000000000407e-09,3.914799999999999855e-05,8.238099999999999611e-05,5.787100000000000208e-05,1.568800000000000023e-04,3.578700000000000197e-03,3.366700000000000140e-05,1.880800000000000007e-07,2.347699999999999901e-05,2.947799999999999966e-07,5.702799999999999847e-06,2.583500000000000022e-09,3.580099999999999824e-05,2.134700000000000009e-04,5.761100000000000118e-05,6.281799999999999724e-06,9.759000000000000584e-05,4.747299999999999762e-04,2.630799999999999952e-05,5.394699999999999669e-03,3.626800000000000156e-06,2.343300000000000079e-06,0.000000000000000000e+00,3.025699999999999847e-05,2.985899999999999991e-04
1.908199999999999896e-01,4.928499999999999721e-04,1.385400000000000119e-04,4.369100000000000067e-02,1.550099999999999915e-02,3.347300000000000275e-02,3.669300000000000173e-06,1.628900000000000139e-02,6.443299999999999787e-05,1.734899999999999898e-06,2.013600000000000084e-06,1.605599999999999996e-03,9.918500000000000233e-03,1.516400000000000050e-04,9.909999999999999403e-08,2.116900000000000032e-02,1.267900000000000007e-05,2.894500000000000154e-05,2.457499999999999832e-04,5.623000000000000394e-03,3.120700000000000038e-06,2.017199999999999896e-02,1.885500000000000159e-05,9.558300000000000033e-07,4.812000000000000305e-02,1.695899999999999933e-06,2.177899999999999975e-03,6.203999999999999554e-05,5.018299999999999983e-01,5.213299999999999705e-07,8.993099999999999710e-07,1.124300000000000061e-04,4.072300000000000052e-03,3.178299999999999789e-03,2.665399999999999925e-05,1.299900000000000014e-02,1.627799999999999859e-08,4.840200000000000058e-02,6.885300000000000383e-07,6.699000000000000093e-03,7.064300000000000100e-09,2.536499999999999916e-08,1.289500000000000021e-02,0.000000000000000000e+00,4.894599999999999902e-07
7.111199999999999743e-01,1.717200000000000107e-03,6.329399999999999753e-08,6.999799999999999599e-03,1.362499999999999996e-02,1.062199999999999950e-02,2.467300000000000077e-06,1.990899999999999914e-07,1.866200000000000028e-09,6.067099999999999750e-03,3.051600000000000146e-02,7.034499999999999954e-03,6.334699999999999675e-07,1.038100000000000064e-06,3.707499999999999994e-05,3.942199999999999871e-03,2.935200000000000222e-04,7.015500000000000035e-03,6.199300000000000090e-06,6.257800000000000428e-04,4.368300000000000311e-09,6.118099999999999919e-06,2.054600000000000176e-03,1.590300000000000047e-02,2.633800000000000092e-05,1.429999999999999967e-07,2.878500000000000053e-06,1.361300000000000010e-02,6.412899999999999641e-09,1.467599999999999894e-03,7.279500000000000353e-06,2.329100000000000181e-03,2.954099999999999804e-06,2.290999999999999981e-02,9.736799999999999679e-07,1.732500000000000099e-03,2.988699999999999756e-07,1.627600000000000097e-03,3.676200000000000127e-03,2.378900000000000198e-03,2.043999999999999827e-06,2.687100000000000073e-06,1.260900000000000076e-01,6.542700000000000252e-03,0.000000000000000000e+00
